,Data Somministrazione,Fornitore,Fascia Anagrafica,Sesso Maschile,Sesso Femminile,Categoria Operatori Sanitari Sociosanitari,Categoria Personale Non Sanitario,Categoria Ospiti Rsa,Categoria Over80,Categoria Forze Armate,Categoria Personale Scolastico,Prima Dose,Seconda Dose,Regione,Totale
16604,2021-03-06,AstraZeneca,50-59,19,61,15,3,0,0,2,60,80,0,Provincia Autonoma Trento,80
16876,2021-03-06,Pfizer/BioNTech,50-59,21,22,43,0,0,0,0,0,43,0,Provincia Autonoma Trento,43
16605,2021-03-06,AstraZeneca,60-69,10,26,9,1,0,0,0,26,36,0,Provincia Autonoma Trento,36
16877,2021-03-06,Pfizer/BioNTech,60-69,7,8,12,3,0,0,0,0,13,2,Provincia Autonoma Trento,15
16606,2021-03-06,AstraZeneca,70-79,1,0,1,0,0,0,0,0,1,0,Provincia Autonoma Trento,1
16878,2021-03-06,Pfizer/BioNTech,70-79,1,2,3,0,0,0,0,0,3,0,Provincia Autonoma Trento,3
16879,2021-03-06,Pfizer/BioNTech,80-89,60,100,0,1,0,159,0,0,35,125,Provincia Autonoma Trento,160
16880,2021-03-06,Pfizer/BioNTech,90+,12,23,0,0,0,35,0,0,11,24,Provincia Autonoma Trento,35
16612,2021-03-06,AstraZeneca,16-19,2,0,0,2,0,0,0,0,2,0,Puglia,2
16890,2021-03-06,Pfizer/BioNTech,16-19,4,2,1,5,0,0,0,0,3,3,Puglia,6
16613,2021-03-06,AstraZeneca,20-29,76,269,3,7,0,0,21,314,345,0,Puglia,345
16724,2021-03-06,Moderna,20-29,20,44,62,2,0,0,0,0,18,46,Puglia,64
16891,2021-03-06,Pfizer/BioNTech,20-29,104,207,284,26,0,0,0,1,62,249,Puglia,311
16614,2021-03-06,AstraZeneca,30-39,267,715,12,20,0,0,44,906,982,0,Puglia,982
16725,2021-03-06,Moderna,30-39,39,65,100,4,0,0,0,0,22,82,Puglia,104
16892,2021-03-06,Pfizer/BioNTech,30-39,118,274,319,70,1,0,1,1,71,321,Puglia,392
16615,2021-03-06,AstraZeneca,40-49,563,1497,11,65,0,0,167,1817,2060,0,Puglia,2060
16726,2021-03-06,Moderna,40-49,37,67,93,6,0,0,3,2,30,74,Puglia,104
16893,2021-03-06,Pfizer/BioNTech,40-49,174,254,320,90,5,0,9,4,95,333,Puglia,428
16616,2021-03-06,AstraZeneca,50-59,859,1903,19,93,0,0,182,2468,2761,1,Puglia,2762
16727,2021-03-06,Moderna,50-59,58,57,100,7,0,0,8,0,33,82,Puglia,115
16894,2021-03-06,Pfizer/BioNTech,50-59,213,254,324,120,7,0,11,5,93,374,Puglia,467
16617,2021-03-06,AstraZeneca,60-69,493,875,5,36,0,0,32,1295,1368,0,Puglia,1368
16728,2021-03-06,Moderna,60-69,80,46,117,9,0,0,0,0,56,70,Puglia,126
16895,2021-03-06,Pfizer/BioNTech,60-69,154,131,196,73,8,0,1,7,76,209,Puglia,285
16618,2021-03-06,AstraZeneca,70-79,0,4,0,0,0,0,0,4,4,0,Puglia,4
16729,2021-03-06,Moderna,70-79,65,15,76,3,0,0,0,1,68,12,Puglia,80
16896,2021-03-06,Pfizer/BioNTech,70-79,70,29,65,18,14,0,0,2,30,69,Puglia,99
16730,2021-03-06,Moderna,80-89,28,29,0,0,0,57,0,0,57,0,Puglia,57
16897,2021-03-06,Pfizer/BioNTech,80-89,2032,2466,3,105,17,4373,0,0,4474,24,Puglia,4498
16731,2021-03-06,Moderna,90+,3,3,0,0,0,6,0,0,6,0,Puglia,6
16898,2021-03-06,Pfizer/BioNTech,90+,247,379,1,12,18,595,0,0,610,16,Puglia,626
16899,2021-03-06,Pfizer/BioNTech,16-19,7,5,5,2,5,0,0,0,2,10,Sardegna,12
16619,2021-03-06,AstraZeneca,20-29,8,2,1,0,0,0,8,1,10,0,Sardegna,10
16900,2021-03-06,Pfizer/BioNTech,20-29,49,86,91,30,14,0,0,0,18,117,Sardegna,135
16620,2021-03-06,AstraZeneca,30-39,9,18,5,9,0,0,9,4,27,0,Sardegna,27
16901,2021-03-06,Pfizer/BioNTech,30-39,100,178,172,95,11,0,0,0,42,236,Sardegna,278
16621,2021-03-06,AstraZeneca,40-49,55,62,0,90,0,0,17,10,117,0,Sardegna,117
16902,2021-03-06,Pfizer/BioNTech,40-49,156,281,220,164,51,0,0,2,89,348,Sardegna,437
16622,2021-03-06,AstraZeneca,50-59,93,74,1,128,0,0,24,14,167,0,Sardegna,167
16903,2021-03-06,Pfizer/BioNTech,50-59,222,372,310,201,83,0,0,0,121,473,Sardegna,594
16623,2021-03-06,AstraZeneca,60-69,51,37,0,64,0,0,21,3,88,0,Sardegna,88
16904,2021-03-06,Pfizer/BioNTech,60-69,175,189,211,108,43,0,0,2,56,308,Sardegna,364
16905,2021-03-06,Pfizer/BioNTech,70-79,70,60,63,18,49,0,0,0,44,86,Sardegna,130
16906,2021-03-06,Pfizer/BioNTech,80-89,35,62,7,9,77,4,0,0,38,59,Sardegna,97
16907,2021-03-06,Pfizer/BioNTech,90+,16,63,0,4,72,3,0,0,33,46,Sardegna,79
16624,2021-03-06,AstraZeneca,16-19,2,0,0,2,0,0,0,0,2,0,Sicilia,2
16732,2021-03-06,Moderna,16-19,2,1,1,1,1,0,0,0,0,3,Sicilia,3
16908,2021-03-06,Pfizer/BioNTech,16-19,3,4,5,2,0,0,0,0,2,5,Sicilia,7
16625,2021-03-06,AstraZeneca,20-29,101,119,38,63,0,0,48,71,215,5,Sicilia,220
16733,2021-03-06,Moderna,20-29,6,10,6,10,0,0,0,0,6,10,Sicilia,16
16909,2021-03-06,Pfizer/BioNTech,20-29,150,272,281,138,0,0,0,3,103,319,Sicilia,422
16626,2021-03-06,AstraZeneca,30-39,256,273,62,100,1,0,117,249,525,4,Sicilia,529
16734,2021-03-06,Moderna,30-39,18,14,16,12,4,0,0,0,15,17,Sicilia,32
16910,2021-03-06,Pfizer/BioNTech,30-39,231,374,369,234,0,0,0,2,119,486,Sicilia,605
16627,2021-03-06,AstraZeneca,40-49,334,641,43,148,0,0,137,647,970,5,Sicilia,975
16735,2021-03-06,Moderna,40-49,14,18,8,12,8,0,0,4,17,15,Sicilia,32
16911,2021-03-06,Pfizer/BioNTech,40-49,241,417,343,297,6,0,2,10,136,522,Sicilia,658
16628,2021-03-06,AstraZeneca,50-59,762,1306,45,269,0,0,270,1484,2055,13,Sicilia,2068
16736,2021-03-06,Moderna,50-59,20,26,16,11,17,0,2,0,13,33,Sicilia,46
16912,2021-03-06,Pfizer/BioNTech,50-59,245,391,327,278,8,0,5,18,132,504,Sicilia,636
16629,2021-03-06,AstraZeneca,60-69,449,796,25,123,0,0,50,1047,1237,8,Sicilia,1245
16737,2021-03-06,Moderna,60-69,23,13,1,10,21,0,1,3,17,19,Sicilia,36
16913,2021-03-06,Pfizer/BioNTech,60-69,228,239,283,147,12,0,4,21,111,356,Sicilia,467
16738,2021-03-06,Moderna,70-79,16,32,0,4,44,0,0,0,18,30,Sicilia,48
16914,2021-03-06,Pfizer/BioNTech,70-79,126,80,120,53,32,0,0,1,37,169,Sicilia,206
16630,2021-03-06,AstraZeneca,80-89,2,0,0,0,0,2,0,0,2,0,Sicilia,2
16739,2021-03-06,Moderna,80-89,49,137,0,5,115,66,0,0,110,76,Sicilia,186
16915,2021-03-06,Pfizer/BioNTech,80-89,1624,2067,13,68,309,3300,1,0,3532,159,Sicilia,3691
16740,2021-03-06,Moderna,90+,19,89,0,2,69,37,0,0,59,49,Sicilia,108
16916,2021-03-06,Pfizer/BioNTech,90+,223,382,0,11,111,482,1,0,506,99,Sicilia,605
16741,2021-03-06,Moderna,16-19,6,4,3,7,0,0,0,0,6,4,Toscana,10
16917,2021-03-06,Pfizer/BioNTech,16-19,3,0,1,1,1,0,0,0,0,3,Toscana,3
16631,2021-03-06,AstraZeneca,20-29,91,52,0,8,0,0,83,52,143,0,Toscana,143
16742,2021-03-06,Moderna,20-29,59,47,53,53,0,0,0,0,48,58,Toscana,106
16918,2021-03-06,Pfizer/BioNTech,20-29,123,330,388,47,14,0,2,2,23,430,Toscana,453
16632,2021-03-06,AstraZeneca,30-39,63,80,0,14,0,0,34,95,143,0,Toscana,143
16743,2021-03-06,Moderna,30-39,53,41,50,44,0,0,0,0,42,52,Toscana,94
16919,2021-03-06,Pfizer/BioNTech,30-39,228,622,753,75,17,0,0,5,28,822,Toscana,850
16633,2021-03-06,AstraZeneca,40-49,109,166,0,53,0,0,65,157,275,0,Toscana,275
16744,2021-03-06,Moderna,40-49,75,52,62,63,0,0,1,1,59,68,Toscana,127
16920,2021-03-06,Pfizer/BioNTech,40-49,236,657,776,94,16,0,1,6,39,854,Toscana,893
16634,2021-03-06,AstraZeneca,50-59,237,444,0,89,0,0,136,456,681,0,Toscana,681
16745,2021-03-06,Moderna,50-59,123,74,76,121,0,0,0,0,112,85,Toscana,197
16921,2021-03-06,Pfizer/BioNTech,50-59,268,622,732,132,20,0,2,4,42,848,Toscana,890
16635,2021-03-06,AstraZeneca,60-69,135,313,0,51,0,0,32,365,448,0,Toscana,448
16746,2021-03-06,Moderna,60-69,186,102,59,229,0,0,0,0,216,72,Toscana,288
16922,2021-03-06,Pfizer/BioNTech,60-69,307,328,573,46,12,0,1,3,38,597,Toscana,635
16747,2021-03-06,Moderna,70-79,259,162,19,401,1,0,0,0,394,27,Toscana,421
16923,2021-03-06,Pfizer/BioNTech,70-79,180,73,235,10,8,0,0,0,14,239,Toscana,253
16748,2021-03-06,Moderna,80-89,51,22,1,72,0,0,0,0,72,1,Toscana,73
16924,2021-03-06,Pfizer/BioNTech,80-89,37,35,20,2,33,17,0,0,47,25,Toscana,72
16749,2021-03-06,Moderna,90+,0,2,0,2,0,0,0,0,2,0,Toscana,2
16925,2021-03-06,Pfizer/BioNTech,90+,10,29,3,0,23,13,0,0,33,6,Toscana,39
16636,2021-03-06,AstraZeneca,20-29,48,112,2,15,4,0,6,133,160,0,Umbria,160
16926,2021-03-06,Pfizer/BioNTech,20-29,15,20,30,5,0,0,0,0,28,7,Umbria,35
16637,2021-03-06,AstraZeneca,30-39,143,412,10,23,8,0,18,496,555,0,Umbria,555
16927,2021-03-06,Pfizer/BioNTech,30-39,32,75,87,20,0,0,0,0,89,18,Umbria,107
16638,2021-03-06,AstraZeneca,40-49,198,730,5,46,9,0,38,830,928,0,Umbria,928
16928,2021-03-06,Pfizer/BioNTech,40-49,44,94,118,19,1,0,0,0,99,39,Umbria,138
16639,2021-03-06,AstraZeneca,50-59,199,613,9,48,4,0,54,697,812,0,Umbria,812
16929,2021-03-06,Pfizer/BioNTech,50-59,37,85,90,32,0,0,0,0,82,40,Umbria,122
16640,2021-03-06,AstraZeneca,60-69,44,142,3,16,0,0,4,163,186,0,Umbria,186
16930,2021-03-06,Pfizer/BioNTech,60-69,19,60,57,19,0,0,0,3,56,23,Umbria,79
16750,2021-03-06,Moderna,70-79,1,1,0,2,0,0,0,0,2,0,Umbria,2
16931,2021-03-06,Pfizer/BioNTech,70-79,7,4,10,1,0,0,0,0,11,0,Umbria,11
16751,2021-03-06,Moderna,80-89,183,335,0,0,0,518,0,0,508,10,Umbria,518
16932,2021-03-06,Pfizer/BioNTech,80-89,3,3,1,0,0,5,0,0,6,0,Umbria,6
16752,2021-03-06,Moderna,90+,136,455,0,1,0,590,0,0,585,6,Umbria,591
16753,2021-03-06,Moderna,30-39,1,2,3,0,0,0,0,0,3,0,Valle d'Aosta / Vallée d'Aoste,3
16754,2021-03-06,Moderna,40-49,0,7,7,0,0,0,0,0,7,0,Valle d'Aosta / Vallée d'Aoste,7
16755,2021-03-06,Moderna,50-59,0,1,1,0,0,0,0,0,1,0,Valle d'Aosta / Vallée d'Aoste,1
16756,2021-03-06,Moderna,60-69,0,2,2,0,0,0,0,0,2,0,Valle d'Aosta / Vallée d'Aoste,2
16757,2021-03-06,Moderna,80-89,2,0,0,0,2,0,0,0,2,0,Valle d'Aosta / Vallée d'Aoste,2
16758,2021-03-06,Moderna,90+,1,6,0,0,3,4,0,0,7,0,Valle d'Aosta / Vallée d'Aoste,7
16759,2021-03-06,Moderna,16-19,1,2,0,3,0,0,0,0,3,0,Veneto,3
16933,2021-03-06,Pfizer/BioNTech,16-19,23,11,0,3,31,0,0,0,3,31,Veneto,34
16641,2021-03-06,AstraZeneca,20-29,22,69,0,9,0,0,0,82,90,1,Veneto,91
16760,2021-03-06,Moderna,20-29,46,142,109,79,0,0,0,0,161,27,Veneto,188
16934,2021-03-06,Pfizer/BioNTech,20-29,394,630,649,117,256,0,0,2,548,476,Veneto,1024
16642,2021-03-06,AstraZeneca,30-39,124,153,0,21,0,0,4,252,277,0,Veneto,277
16761,2021-03-06,Moderna,30-39,90,250,168,172,0,0,0,0,328,12,Veneto,340
16935,2021-03-06,Pfizer/BioNTech,30-39,286,445,342,141,240,0,3,5,210,521,Veneto,731
16643,2021-03-06,AstraZeneca,40-49,163,287,0,26,0,0,9,415,447,3,Veneto,450
16762,2021-03-06,Moderna,40-49,100,250,168,180,1,0,0,1,318,32,Veneto,350
16936,2021-03-06,Pfizer/BioNTech,40-49,331,576,359,227,293,0,10,18,293,614,Veneto,907
16644,2021-03-06,AstraZeneca,50-59,127,311,0,52,0,0,12,374,435,3,Veneto,438
16763,2021-03-06,Moderna,50-59,120,261,167,207,4,0,1,2,340,41,Veneto,381
16937,2021-03-06,Pfizer/BioNTech,50-59,517,774,495,359,384,0,5,48,440,851,Veneto,1291
16645,2021-03-06,AstraZeneca,60-69,19,79,0,3,0,0,0,95,98,0,Veneto,98
16764,2021-03-06,Moderna,60-69,121,179,91,203,5,0,0,1,274,26,Veneto,300
16938,2021-03-06,Pfizer/BioNTech,60-69,414,400,284,357,141,0,2,30,413,401,Veneto,814
16765,2021-03-06,Moderna,70-79,118,52,28,134,8,0,0,0,160,10,Veneto,170
16939,2021-03-06,Pfizer/BioNTech,70-79,258,160,84,294,39,0,0,1,321,97,Veneto,418
16766,2021-03-06,Moderna,80-89,90,81,4,34,2,131,0,0,169,2,Veneto,171
16940,2021-03-06,Pfizer/BioNTech,80-89,876,1098,7,85,44,1838,0,0,1948,26,Veneto,1974
16767,2021-03-06,Moderna,90+,3,1,0,2,1,1,0,0,4,0,Veneto,4
16941,2021-03-06,Pfizer/BioNTech,90+,10,36,0,7,36,3,0,0,26,20,Veneto,46
16942,2021-03-07,AstraZeneca,20-29,9,66,1,1,0,0,0,73,75,0,Abruzzo,75
17160,2021-03-07,Pfizer/BioNTech,20-29,0,1,0,0,0,0,0,1,1,0,Abruzzo,1
16943,2021-03-07,AstraZeneca,30-39,72,265,6,49,0,0,0,282,337,0,Abruzzo,337
17049,2021-03-07,Moderna,30-39,0,1,0,0,0,0,0,1,1,0,Abruzzo,1
17161,2021-03-07,Pfizer/BioNTech,30-39,2,0,0,0,0,0,0,2,2,0,Abruzzo,2
16944,2021-03-07,AstraZeneca,40-49,100,404,6,35,0,0,0,463,504,0,Abruzzo,504
17050,2021-03-07,Moderna,40-49,0,2,0,0,0,0,0,2,2,0,Abruzzo,2
17162,2021-03-07,Pfizer/BioNTech,40-49,4,11,0,10,0,0,0,5,15,0,Abruzzo,15
16945,2021-03-07,AstraZeneca,50-59,112,505,12,7,0,0,0,598,617,0,Abruzzo,617
17163,2021-03-07,Pfizer/BioNTech,50-59,2,23,0,13,0,0,0,12,25,0,Abruzzo,25
16946,2021-03-07,AstraZeneca,60-69,85,283,3,13,0,0,0,352,368,0,Abruzzo,368
17051,2021-03-07,Moderna,60-69,0,1,0,0,0,0,0,1,1,0,Abruzzo,1
17164,2021-03-07,Pfizer/BioNTech,60-69,29,67,0,68,0,0,0,28,96,0,Abruzzo,96
17165,2021-03-07,Pfizer/BioNTech,70-79,9,6,0,12,0,0,0,3,15,0,Abruzzo,15
17166,2021-03-07,Pfizer/BioNTech,80-89,196,241,0,2,0,435,0,0,437,0,Abruzzo,437
17167,2021-03-07,Pfizer/BioNTech,90+,10,17,0,0,0,26,1,0,27,0,Abruzzo,27
16947,2021-03-07,AstraZeneca,20-29,4,7,0,0,0,0,0,11,11,0,Basilicata,11
17168,2021-03-07,Pfizer/BioNTech,20-29,3,3,4,0,2,0,0,0,2,4,Basilicata,6
16948,2021-03-07,AstraZeneca,30-39,16,34,0,0,0,0,3,47,50,0,Basilicata,50
17169,2021-03-07,Pfizer/BioNTech,30-39,3,8,8,3,0,0,0,0,2,9,Basilicata,11
16949,2021-03-07,AstraZeneca,40-49,24,91,0,1,0,0,1,113,115,0,Basilicata,115
17052,2021-03-07,Moderna,40-49,0,1,0,0,0,0,0,1,1,0,Basilicata,1
17170,2021-03-07,Pfizer/BioNTech,40-49,8,5,10,2,1,0,0,0,4,9,Basilicata,13
16950,2021-03-07,AstraZeneca,50-59,51,157,0,2,0,0,12,194,208,0,Basilicata,208
17171,2021-03-07,Pfizer/BioNTech,50-59,7,6,8,4,1,0,0,0,5,8,Basilicata,13
16951,2021-03-07,AstraZeneca,60-69,44,61,0,1,0,0,6,98,105,0,Basilicata,105
17053,2021-03-07,Moderna,60-69,2,6,0,1,0,0,0,7,8,0,Basilicata,8
17172,2021-03-07,Pfizer/BioNTech,60-69,6,5,7,4,0,0,0,0,5,6,Basilicata,11
17173,2021-03-07,Pfizer/BioNTech,70-79,2,0,2,0,0,0,0,0,2,0,Basilicata,2
17054,2021-03-07,Moderna,80-89,94,122,0,0,0,216,0,0,215,1,Basilicata,216
17174,2021-03-07,Pfizer/BioNTech,80-89,31,43,0,0,0,74,0,0,73,1,Basilicata,74
17055,2021-03-07,Moderna,90+,7,14,0,0,0,21,0,0,21,0,Basilicata,21
17175,2021-03-07,Pfizer/BioNTech,90+,6,11,0,0,0,17,0,0,17,0,Basilicata,17
17176,2021-03-07,Pfizer/BioNTech,16-19,2,1,0,2,1,0,0,0,2,1,Calabria,3
16952,2021-03-07,AstraZeneca,20-29,18,1,0,0,0,0,19,0,19,0,Calabria,19
17056,2021-03-07,Moderna,20-29,3,5,4,3,0,0,1,0,8,0,Calabria,8
17177,2021-03-07,Pfizer/BioNTech,20-29,14,22,13,21,1,0,1,0,31,5,Calabria,36
16953,2021-03-07,AstraZeneca,30-39,52,2,0,1,0,0,53,0,54,0,Calabria,54
17057,2021-03-07,Moderna,30-39,4,2,1,4,0,0,1,0,6,0,Calabria,6
17178,2021-03-07,Pfizer/BioNTech,30-39,29,31,19,36,4,0,0,1,43,17,Calabria,60
16954,2021-03-07,AstraZeneca,40-49,112,6,0,5,0,0,113,0,118,0,Calabria,118
17058,2021-03-07,Moderna,40-49,6,3,2,5,0,0,2,0,9,0,Calabria,9
17179,2021-03-07,Pfizer/BioNTech,40-49,29,31,18,38,3,0,1,0,41,19,Calabria,60
16955,2021-03-07,AstraZeneca,50-59,137,9,0,8,0,0,138,0,146,0,Calabria,146
17059,2021-03-07,Moderna,50-59,8,14,3,18,0,0,1,0,22,0,Calabria,22
17180,2021-03-07,Pfizer/BioNTech,50-59,52,36,17,67,2,0,1,1,76,12,Calabria,88
16956,2021-03-07,AstraZeneca,60-69,10,2,0,2,0,0,10,0,12,0,Calabria,12
17060,2021-03-07,Moderna,60-69,21,16,6,31,0,0,0,0,37,0,Calabria,37
17181,2021-03-07,Pfizer/BioNTech,60-69,95,56,19,132,0,0,0,0,142,9,Calabria,151
17061,2021-03-07,Moderna,70-79,13,11,0,24,0,0,0,0,24,0,Calabria,24
17182,2021-03-07,Pfizer/BioNTech,70-79,91,97,2,165,21,0,0,0,176,12,Calabria,188
17062,2021-03-07,Moderna,80-89,173,210,0,5,4,374,0,0,383,0,Calabria,383
17183,2021-03-07,Pfizer/BioNTech,80-89,580,769,1,80,250,1013,5,0,1339,10,Calabria,1349
17063,2021-03-07,Moderna,90+,26,59,0,1,1,83,0,0,85,0,Calabria,85
17184,2021-03-07,Pfizer/BioNTech,90+,86,187,0,7,61,204,1,0,269,4,Calabria,273
16957,2021-03-07,AstraZeneca,16-19,1,1,0,2,0,0,0,0,2,0,Campania,2
17064,2021-03-07,Moderna,16-19,0,1,0,1,0,0,0,0,1,0,Campania,1
17185,2021-03-07,Pfizer/BioNTech,16-19,1,4,5,0,0,0,0,0,0,5,Campania,5
16958,2021-03-07,AstraZeneca,20-29,129,228,0,171,0,0,64,122,357,0,Campania,357
17065,2021-03-07,Moderna,20-29,4,1,1,4,0,0,0,0,1,4,Campania,5
17186,2021-03-07,Pfizer/BioNTech,20-29,66,134,108,91,0,0,1,0,28,172,Campania,200
16959,2021-03-07,AstraZeneca,30-39,452,513,0,379,0,0,269,317,965,0,Campania,965
17066,2021-03-07,Moderna,30-39,2,5,3,4,0,0,0,0,2,5,Campania,7
17187,2021-03-07,Pfizer/BioNTech,30-39,110,113,73,146,0,0,3,1,31,192,Campania,223
16960,2021-03-07,AstraZeneca,40-49,812,982,1,731,0,0,559,503,1794,0,Campania,1794
17067,2021-03-07,Moderna,40-49,7,11,9,9,0,0,0,0,4,14,Campania,18
17188,2021-03-07,Pfizer/BioNTech,40-49,143,143,83,187,0,0,13,3,41,245,Campania,286
16961,2021-03-07,AstraZeneca,50-59,1022,1260,0,914,0,0,536,832,2282,0,Campania,2282
17068,2021-03-07,Moderna,50-59,8,14,6,12,4,0,0,0,4,18,Campania,22
17189,2021-03-07,Pfizer/BioNTech,50-59,162,128,83,177,1,0,20,9,54,236,Campania,290
16962,2021-03-07,AstraZeneca,60-69,285,589,0,368,0,0,38,468,874,0,Campania,874
17069,2021-03-07,Moderna,60-69,7,10,4,1,12,0,0,0,0,17,Campania,17
17190,2021-03-07,Pfizer/BioNTech,60-69,179,106,99,165,0,0,9,12,31,254,Campania,285
17070,2021-03-07,Moderna,70-79,7,9,0,2,14,0,0,0,1,15,Campania,16
17191,2021-03-07,Pfizer/BioNTech,70-79,129,38,30,137,0,0,0,0,5,162,Campania,167
17071,2021-03-07,Moderna,80-89,46,89,3,1,33,98,0,0,96,39,Campania,135
17192,2021-03-07,Pfizer/BioNTech,80-89,1597,1903,3,677,0,2820,0,0,1304,2196,Campania,3500
17072,2021-03-07,Moderna,90+,11,53,2,1,21,40,0,0,41,23,Campania,64
17193,2021-03-07,Pfizer/BioNTech,90+,164,232,0,78,0,318,0,0,152,244,Campania,396
16963,2021-03-07,AstraZeneca,16-19,0,1,0,0,0,0,0,1,1,0,Emilia-Romagna,1
17194,2021-03-07,Pfizer/BioNTech,16-19,1,6,7,0,0,0,0,0,2,5,Emilia-Romagna,7
16964,2021-03-07,AstraZeneca,20-29,62,133,11,10,0,0,48,126,195,0,Emilia-Romagna,195
17073,2021-03-07,Moderna,20-29,2,1,0,3,0,0,0,0,3,0,Emilia-Romagna,3
17195,2021-03-07,Pfizer/BioNTech,20-29,61,180,212,28,1,0,0,0,30,211,Emilia-Romagna,241
16965,2021-03-07,AstraZeneca,30-39,135,196,17,21,0,0,88,205,331,0,Emilia-Romagna,331
17074,2021-03-07,Moderna,30-39,7,2,0,9,0,0,0,0,9,0,Emilia-Romagna,9
17196,2021-03-07,Pfizer/BioNTech,30-39,87,213,256,44,0,0,0,0,18,282,Emilia-Romagna,300
16966,2021-03-07,AstraZeneca,40-49,247,348,41,49,0,0,156,349,595,0,Emilia-Romagna,595
17075,2021-03-07,Moderna,40-49,13,5,0,18,0,0,0,0,18,0,Emilia-Romagna,18
17197,2021-03-07,Pfizer/BioNTech,40-49,73,284,296,54,1,0,3,3,26,331,Emilia-Romagna,357
16967,2021-03-07,AstraZeneca,50-59,281,394,34,49,0,0,205,387,674,1,Emilia-Romagna,675
17076,2021-03-07,Moderna,50-59,31,17,0,48,0,0,0,0,48,0,Emilia-Romagna,48
17198,2021-03-07,Pfizer/BioNTech,50-59,87,296,311,63,0,0,3,6,44,339,Emilia-Romagna,383
16968,2021-03-07,AstraZeneca,60-69,61,154,10,25,0,0,10,170,215,0,Emilia-Romagna,215
17077,2021-03-07,Moderna,60-69,46,20,0,66,0,0,0,0,66,0,Emilia-Romagna,66
17199,2021-03-07,Pfizer/BioNTech,60-69,98,136,178,54,1,0,0,1,21,213,Emilia-Romagna,234
16969,2021-03-07,AstraZeneca,70-79,0,1,0,0,0,0,0,1,1,0,Emilia-Romagna,1
17078,2021-03-07,Moderna,70-79,42,29,0,71,0,0,0,0,71,0,Emilia-Romagna,71
17200,2021-03-07,Pfizer/BioNTech,70-79,72,41,66,45,2,0,0,0,16,97,Emilia-Romagna,113
17079,2021-03-07,Moderna,80-89,33,27,0,38,0,22,0,0,54,6,Emilia-Romagna,60
17201,2021-03-07,Pfizer/BioNTech,80-89,827,1247,12,33,12,2017,0,0,2052,22,Emilia-Romagna,2074
17080,2021-03-07,Moderna,90+,8,22,0,4,0,26,0,0,26,4,Emilia-Romagna,30
17202,2021-03-07,Pfizer/BioNTech,90+,159,342,1,5,5,490,0,0,497,4,Emilia-Romagna,501
16970,2021-03-07,AstraZeneca,16-19,1,0,0,0,0,0,0,1,1,0,Friuli-Venezia Giulia,1
17081,2021-03-07,Moderna,16-19,3,2,0,5,0,0,0,0,5,0,Friuli-Venezia Giulia,5
16971,2021-03-07,AstraZeneca,20-29,54,149,0,0,0,0,24,179,203,0,Friuli-Venezia Giulia,203
17082,2021-03-07,Moderna,20-29,14,24,0,38,0,0,0,0,38,0,Friuli-Venezia Giulia,38
16972,2021-03-07,AstraZeneca,30-39,100,212,0,3,0,0,36,273,312,0,Friuli-Venezia Giulia,312
17083,2021-03-07,Moderna,30-39,11,16,0,27,0,0,0,0,27,0,Friuli-Venezia Giulia,27
16973,2021-03-07,AstraZeneca,40-49,189,393,0,0,0,0,83,499,582,0,Friuli-Venezia Giulia,582
17084,2021-03-07,Moderna,40-49,15,20,0,35,0,0,0,0,35,0,Friuli-Venezia Giulia,35
16974,2021-03-07,AstraZeneca,50-59,370,521,0,3,0,0,280,608,891,0,Friuli-Venezia Giulia,891
17085,2021-03-07,Moderna,50-59,18,15,0,33,0,0,0,0,33,0,Friuli-Venezia Giulia,33
16975,2021-03-07,AstraZeneca,60-69,87,164,0,1,0,0,29,221,251,0,Friuli-Venezia Giulia,251
17086,2021-03-07,Moderna,60-69,4,6,0,10,0,0,0,0,10,0,Friuli-Venezia Giulia,10
17203,2021-03-07,Pfizer/BioNTech,60-69,0,1,1,0,0,0,0,0,0,1,Friuli-Venezia Giulia,1
17087,2021-03-07,Moderna,70-79,2,1,0,3,0,0,0,0,3,0,Friuli-Venezia Giulia,3
17204,2021-03-07,Pfizer/BioNTech,80-89,54,72,0,0,0,126,0,0,126,0,Friuli-Venezia Giulia,126
17205,2021-03-07,Pfizer/BioNTech,90+,3,14,0,0,0,17,0,0,17,0,Friuli-Venezia Giulia,17
16976,2021-03-07,AstraZeneca,16-19,0,2,0,2,0,0,0,0,2,0,Lazio,2
17206,2021-03-07,Pfizer/BioNTech,16-19,6,6,4,8,0,0,0,0,7,5,Lazio,12
16977,2021-03-07,AstraZeneca,20-29,116,273,58,20,0,0,48,263,389,0,Lazio,389
17207,2021-03-07,Pfizer/BioNTech,20-29,38,82,83,37,0,0,0,0,57,63,Lazio,120
16978,2021-03-07,AstraZeneca,30-39,306,677,92,22,0,0,93,776,983,0,Lazio,983
17088,2021-03-07,Moderna,30-39,1,1,0,2,0,0,0,0,2,0,Lazio,2
17208,2021-03-07,Pfizer/BioNTech,30-39,54,88,79,62,0,0,0,1,86,56,Lazio,142
16979,2021-03-07,AstraZeneca,40-49,420,1003,88,41,0,0,193,1101,1423,0,Lazio,1423
17089,2021-03-07,Moderna,40-49,1,0,0,1,0,0,0,0,1,0,Lazio,1
17209,2021-03-07,Pfizer/BioNTech,40-49,67,118,73,110,0,0,0,2,105,80,Lazio,185
16980,2021-03-07,AstraZeneca,50-59,497,1033,120,92,0,0,308,1010,1530,0,Lazio,1530
