,Data Somministrazione,Fornitore,Fascia Anagrafica,Sesso Maschile,Sesso Femminile,Categoria Operatori Sanitari Sociosanitari,Categoria Personale Non Sanitario,Categoria Ospiti Rsa,Categoria Over80,Categoria Forze Armate,Categoria Personale Scolastico,Prima Dose,Seconda Dose,Regione,Totale
12799,2021-02-24,Moderna,90+,2,76,0,0,76,2,0,0,19,59,Veneto,78
12974,2021-02-24,Pfizer/BioNTech,90+,9,44,0,0,46,7,0,0,41,12,Veneto,53
13177,2021-02-25,Pfizer/BioNTech,16-19,0,2,0,2,0,0,0,0,2,0,Abruzzo,2
12975,2021-02-25,AstraZeneca,20-29,10,16,2,6,0,0,16,2,26,0,Abruzzo,26
13178,2021-02-25,Pfizer/BioNTech,20-29,28,51,58,17,0,0,4,0,52,27,Abruzzo,79
12976,2021-02-25,AstraZeneca,30-39,33,33,14,18,0,0,23,11,66,0,Abruzzo,66
13179,2021-02-25,Pfizer/BioNTech,30-39,61,130,126,64,0,0,1,0,81,110,Abruzzo,191
12977,2021-02-25,AstraZeneca,40-49,69,76,11,31,0,0,57,46,145,0,Abruzzo,145
13180,2021-02-25,Pfizer/BioNTech,40-49,62,145,113,88,0,0,6,0,73,134,Abruzzo,207
12978,2021-02-25,AstraZeneca,50-59,163,94,8,97,0,0,99,53,257,0,Abruzzo,257
13181,2021-02-25,Pfizer/BioNTech,50-59,120,152,122,110,0,0,39,1,136,136,Abruzzo,272
12979,2021-02-25,AstraZeneca,60-69,24,31,3,32,0,0,8,12,55,0,Abruzzo,55
13182,2021-02-25,Pfizer/BioNTech,60-69,105,103,121,79,1,0,6,1,116,92,Abruzzo,208
13079,2021-02-25,Moderna,70-79,0,1,0,0,1,0,0,0,1,0,Abruzzo,1
13183,2021-02-25,Pfizer/BioNTech,70-79,29,21,32,13,5,0,0,0,24,26,Abruzzo,50
12980,2021-02-25,AstraZeneca,80-89,0,2,0,0,0,2,0,0,2,0,Abruzzo,2
13080,2021-02-25,Moderna,80-89,1,7,0,0,8,0,0,0,8,0,Abruzzo,8
13184,2021-02-25,Pfizer/BioNTech,80-89,520,687,5,0,2,1198,2,0,1204,3,Abruzzo,1207
13081,2021-02-25,Moderna,90+,0,1,0,0,1,0,0,0,1,0,Abruzzo,1
13185,2021-02-25,Pfizer/BioNTech,90+,122,187,0,0,0,308,1,0,309,0,Abruzzo,309
13186,2021-02-25,Pfizer/BioNTech,20-29,0,2,2,0,0,0,0,0,0,2,Basilicata,2
13187,2021-02-25,Pfizer/BioNTech,30-39,4,5,7,2,0,0,0,0,7,2,Basilicata,9
13188,2021-02-25,Pfizer/BioNTech,40-49,3,15,16,2,0,0,0,0,7,11,Basilicata,18
13189,2021-02-25,Pfizer/BioNTech,50-59,8,13,17,3,0,0,1,0,6,15,Basilicata,21
13190,2021-02-25,Pfizer/BioNTech,60-69,15,7,21,1,0,0,0,0,9,13,Basilicata,22
13191,2021-02-25,Pfizer/BioNTech,70-79,3,6,3,6,0,0,0,0,6,3,Basilicata,9
13082,2021-02-25,Moderna,80-89,48,65,0,0,0,113,0,0,113,0,Basilicata,113
13192,2021-02-25,Pfizer/BioNTech,80-89,552,757,1,0,0,1308,0,0,1309,0,Basilicata,1309
13083,2021-02-25,Moderna,90+,6,11,0,0,0,17,0,0,17,0,Basilicata,17
13193,2021-02-25,Pfizer/BioNTech,90+,96,170,0,0,0,266,0,0,266,0,Basilicata,266
12981,2021-02-25,AstraZeneca,16-19,1,1,0,2,0,0,0,0,2,0,Calabria,2
12982,2021-02-25,AstraZeneca,20-29,40,9,0,9,0,0,40,0,48,1,Calabria,49
13194,2021-02-25,Pfizer/BioNTech,20-29,31,62,77,14,2,0,0,0,54,39,Calabria,93
12983,2021-02-25,AstraZeneca,30-39,70,6,0,18,0,0,58,0,76,0,Calabria,76
13195,2021-02-25,Pfizer/BioNTech,30-39,85,124,154,50,4,0,0,1,110,99,Calabria,209
12984,2021-02-25,AstraZeneca,40-49,140,15,0,35,0,0,120,0,155,0,Calabria,155
13084,2021-02-25,Moderna,40-49,1,1,2,0,0,0,0,0,2,0,Calabria,2
13196,2021-02-25,Pfizer/BioNTech,40-49,119,140,131,110,16,0,2,0,146,113,Calabria,259
12985,2021-02-25,AstraZeneca,50-59,143,11,0,37,0,0,117,0,153,1,Calabria,154
13085,2021-02-25,Moderna,50-59,0,5,5,0,0,0,0,0,5,0,Calabria,5
13197,2021-02-25,Pfizer/BioNTech,50-59,128,139,130,107,27,0,2,1,153,114,Calabria,267
12986,2021-02-25,AstraZeneca,60-69,9,3,0,6,0,0,6,0,12,0,Calabria,12
13086,2021-02-25,Moderna,60-69,1,2,3,0,0,0,0,0,3,0,Calabria,3
13198,2021-02-25,Pfizer/BioNTech,60-69,161,106,151,90,25,0,0,1,135,132,Calabria,267
13199,2021-02-25,Pfizer/BioNTech,70-79,89,43,64,35,33,0,0,0,84,48,Calabria,132
13087,2021-02-25,Moderna,80-89,22,24,0,0,0,46,0,0,46,0,Calabria,46
13200,2021-02-25,Pfizer/BioNTech,80-89,406,489,17,105,67,703,2,1,873,22,Calabria,895
13088,2021-02-25,Moderna,90+,1,3,0,0,0,4,0,0,4,0,Calabria,4
13201,2021-02-25,Pfizer/BioNTech,90+,72,119,2,18,60,110,1,0,181,10,Calabria,191
12987,2021-02-25,AstraZeneca,16-19,1,6,7,0,0,0,0,0,7,0,Campania,7
13202,2021-02-25,Pfizer/BioNTech,16-19,3,6,4,5,0,0,0,0,3,6,Campania,9
12988,2021-02-25,AstraZeneca,20-29,44,99,89,8,0,0,0,46,143,0,Campania,143
13089,2021-02-25,Moderna,20-29,3,2,2,3,0,0,0,0,1,4,Campania,5
13203,2021-02-25,Pfizer/BioNTech,20-29,82,180,108,153,0,0,0,1,90,172,Campania,262
12989,2021-02-25,AstraZeneca,30-39,48,181,3,19,0,0,0,207,229,0,Campania,229
13090,2021-02-25,Moderna,30-39,10,5,3,12,0,0,0,0,0,15,Campania,15
13204,2021-02-25,Pfizer/BioNTech,30-39,129,209,98,239,0,0,0,1,148,190,Campania,338
12990,2021-02-25,AstraZeneca,40-49,70,367,2,32,0,0,0,403,437,0,Campania,437
13091,2021-02-25,Moderna,40-49,14,7,1,20,0,0,0,0,1,20,Campania,21
13205,2021-02-25,Pfizer/BioNTech,40-49,134,183,84,230,2,0,0,1,126,191,Campania,317
12991,2021-02-25,AstraZeneca,50-59,446,1661,0,348,0,0,0,1759,2107,0,Campania,2107
13092,2021-02-25,Moderna,50-59,11,8,2,17,0,0,0,0,3,16,Campania,19
13206,2021-02-25,Pfizer/BioNTech,50-59,156,178,93,201,3,0,0,37,176,158,Campania,334
12992,2021-02-25,AstraZeneca,60-69,552,1370,0,304,0,0,0,1618,1922,0,Campania,1922
13093,2021-02-25,Moderna,60-69,10,8,4,14,0,0,0,0,2,16,Campania,18
13207,2021-02-25,Pfizer/BioNTech,60-69,156,147,62,191,13,0,0,37,120,183,Campania,303
13094,2021-02-25,Moderna,70-79,2,1,1,2,0,0,0,0,0,3,Campania,3
13208,2021-02-25,Pfizer/BioNTech,70-79,115,45,35,98,27,0,0,0,45,115,Campania,160
13095,2021-02-25,Moderna,80-89,57,86,0,0,0,143,0,0,143,0,Campania,143
13209,2021-02-25,Pfizer/BioNTech,80-89,2146,2754,1,689,58,4152,0,0,4830,70,Campania,4900
13096,2021-02-25,Moderna,90+,9,19,0,0,0,28,0,0,28,0,Campania,28
13210,2021-02-25,Pfizer/BioNTech,90+,281,421,1,87,21,593,0,0,673,29,Campania,702
13211,2021-02-25,Pfizer/BioNTech,16-19,3,1,4,0,0,0,0,0,1,3,Emilia-Romagna,4
12993,2021-02-25,AstraZeneca,20-29,6,10,9,1,0,0,0,6,16,0,Emilia-Romagna,16
13212,2021-02-25,Pfizer/BioNTech,20-29,46,124,144,24,2,0,0,0,31,139,Emilia-Romagna,170
12994,2021-02-25,AstraZeneca,30-39,9,20,9,4,0,0,0,16,29,0,Emilia-Romagna,29
13213,2021-02-25,Pfizer/BioNTech,30-39,58,128,101,84,1,0,0,0,49,137,Emilia-Romagna,186
12995,2021-02-25,AstraZeneca,40-49,13,29,16,8,0,0,0,18,42,0,Emilia-Romagna,42
13097,2021-02-25,Moderna,40-49,0,1,0,1,0,0,0,0,1,0,Emilia-Romagna,1
13214,2021-02-25,Pfizer/BioNTech,40-49,58,172,128,100,2,0,0,0,68,162,Emilia-Romagna,230
12996,2021-02-25,AstraZeneca,50-59,14,38,12,6,0,0,0,34,52,0,Emilia-Romagna,52
13098,2021-02-25,Moderna,50-59,0,2,0,2,0,0,0,0,2,0,Emilia-Romagna,2
13215,2021-02-25,Pfizer/BioNTech,50-59,84,219,173,121,9,0,0,0,83,220,Emilia-Romagna,303
12997,2021-02-25,AstraZeneca,60-69,2,16,2,5,0,0,0,11,18,0,Emilia-Romagna,18
13099,2021-02-25,Moderna,60-69,1,2,0,3,0,0,0,0,3,0,Emilia-Romagna,3
13216,2021-02-25,Pfizer/BioNTech,60-69,91,110,118,78,5,0,0,0,71,130,Emilia-Romagna,201
13100,2021-02-25,Moderna,70-79,2,10,0,12,0,0,0,0,12,0,Emilia-Romagna,12
13217,2021-02-25,Pfizer/BioNTech,70-79,62,31,39,37,17,0,0,0,50,43,Emilia-Romagna,93
13101,2021-02-25,Moderna,80-89,91,202,0,0,0,293,0,0,293,0,Emilia-Romagna,293
13218,2021-02-25,Pfizer/BioNTech,80-89,2096,2976,27,18,58,4969,0,0,5007,65,Emilia-Romagna,5072
13102,2021-02-25,Moderna,90+,58,186,0,0,0,244,0,0,244,0,Emilia-Romagna,244
13219,2021-02-25,Pfizer/BioNTech,90+,777,1401,11,10,46,2111,0,0,2126,52,Emilia-Romagna,2178
12998,2021-02-25,AstraZeneca,16-19,0,1,0,0,0,0,1,0,1,0,Friuli-Venezia Giulia,1
12999,2021-02-25,AstraZeneca,20-29,57,71,0,0,0,0,33,95,128,0,Friuli-Venezia Giulia,128
13103,2021-02-25,Moderna,20-29,13,10,1,17,5,0,0,0,23,0,Friuli-Venezia Giulia,23
13220,2021-02-25,Pfizer/BioNTech,20-29,4,9,2,0,11,0,0,0,12,1,Friuli-Venezia Giulia,13
13000,2021-02-25,AstraZeneca,30-39,154,111,0,0,0,0,85,180,265,0,Friuli-Venezia Giulia,265
13104,2021-02-25,Moderna,30-39,36,22,1,36,21,0,0,0,58,0,Friuli-Venezia Giulia,58
13221,2021-02-25,Pfizer/BioNTech,30-39,9,7,5,1,10,0,0,0,15,1,Friuli-Venezia Giulia,16
13001,2021-02-25,AstraZeneca,40-49,239,150,0,0,0,0,135,254,389,0,Friuli-Venezia Giulia,389
13105,2021-02-25,Moderna,40-49,20,25,0,25,20,0,0,0,45,0,Friuli-Venezia Giulia,45
13222,2021-02-25,Pfizer/BioNTech,40-49,7,9,5,0,11,0,0,0,16,0,Friuli-Venezia Giulia,16
13002,2021-02-25,AstraZeneca,50-59,246,129,0,0,0,0,176,199,375,0,Friuli-Venezia Giulia,375
13106,2021-02-25,Moderna,50-59,25,14,0,22,17,0,0,0,39,0,Friuli-Venezia Giulia,39
13223,2021-02-25,Pfizer/BioNTech,50-59,6,6,3,1,8,0,0,0,12,0,Friuli-Venezia Giulia,12
13003,2021-02-25,AstraZeneca,60-69,7,8,0,0,0,0,3,12,15,0,Friuli-Venezia Giulia,15
13107,2021-02-25,Moderna,60-69,15,4,0,10,9,0,0,0,19,0,Friuli-Venezia Giulia,19
13224,2021-02-25,Pfizer/BioNTech,60-69,5,5,4,1,4,0,0,1,10,0,Friuli-Venezia Giulia,10
13108,2021-02-25,Moderna,70-79,4,2,0,1,5,0,0,0,6,0,Friuli-Venezia Giulia,6
13225,2021-02-25,Pfizer/BioNTech,70-79,6,4,0,1,9,0,0,0,7,3,Friuli-Venezia Giulia,10
13109,2021-02-25,Moderna,80-89,70,85,0,0,0,155,0,0,155,0,Friuli-Venezia Giulia,155
13226,2021-02-25,Pfizer/BioNTech,80-89,598,646,0,11,30,1203,0,0,1236,8,Friuli-Venezia Giulia,1244
13110,2021-02-25,Moderna,90+,10,17,0,0,0,27,0,0,27,0,Friuli-Venezia Giulia,27
13227,2021-02-25,Pfizer/BioNTech,90+,72,129,0,1,29,171,0,0,189,12,Friuli-Venezia Giulia,201
13004,2021-02-25,AstraZeneca,16-19,0,2,0,1,0,0,1,0,2,0,Lazio,2
13228,2021-02-25,Pfizer/BioNTech,16-19,1,5,1,3,2,0,0,0,4,2,Lazio,6
13005,2021-02-25,AstraZeneca,20-29,84,60,56,6,0,0,78,4,144,0,Lazio,144
13111,2021-02-25,Moderna,20-29,0,1,1,0,0,0,0,0,1,0,Lazio,1
13229,2021-02-25,Pfizer/BioNTech,20-29,86,153,209,20,10,0,0,0,107,132,Lazio,239
13006,2021-02-25,AstraZeneca,30-39,285,93,68,24,1,0,270,15,378,0,Lazio,378
13112,2021-02-25,Moderna,30-39,0,2,0,2,0,0,0,0,2,0,Lazio,2
13230,2021-02-25,Pfizer/BioNTech,30-39,108,160,214,44,10,0,0,0,135,133,Lazio,268
13007,2021-02-25,AstraZeneca,40-49,771,844,112,116,0,0,508,879,1615,0,Lazio,1615
13113,2021-02-25,Moderna,40-49,3,6,0,9,0,0,0,0,9,0,Lazio,9
13231,2021-02-25,Pfizer/BioNTech,40-49,124,241,244,105,15,0,1,0,208,157,Lazio,365
13008,2021-02-25,AstraZeneca,50-59,949,1297,74,248,0,0,519,1405,2246,0,Lazio,2246
13114,2021-02-25,Moderna,50-59,6,12,0,18,0,0,0,0,18,0,Lazio,18
13232,2021-02-25,Pfizer/BioNTech,50-59,209,319,338,149,33,0,5,3,323,205,Lazio,528
13009,2021-02-25,AstraZeneca,60-69,181,309,14,134,1,0,40,301,490,0,Lazio,490
13115,2021-02-25,Moderna,60-69,0,4,0,3,0,0,0,1,4,0,Lazio,4
13233,2021-02-25,Pfizer/BioNTech,60-69,217,220,274,136,26,0,1,0,321,116,Lazio,437
13010,2021-02-25,AstraZeneca,70-79,0,2,0,0,2,0,0,0,2,0,Lazio,2
13116,2021-02-25,Moderna,70-79,0,3,0,3,0,0,0,0,2,1,Lazio,3
13234,2021-02-25,Pfizer/BioNTech,70-79,158,118,112,118,46,0,0,0,221,55,Lazio,276
13011,2021-02-25,AstraZeneca,80-89,0,1,0,0,1,0,0,0,1,0,Lazio,1
13117,2021-02-25,Moderna,80-89,328,401,2,1,0,726,0,0,627,102,Lazio,729
13235,2021-02-25,Pfizer/BioNTech,80-89,1648,2176,31,51,187,3553,0,2,3755,69,Lazio,3824
13012,2021-02-25,AstraZeneca,90+,0,1,0,0,1,0,0,0,1,0,Lazio,1
13118,2021-02-25,Moderna,90+,59,97,0,0,0,156,0,0,139,17,Lazio,156
13236,2021-02-25,Pfizer/BioNTech,90+,276,554,4,18,153,654,0,1,773,57,Lazio,830
13013,2021-02-25,AstraZeneca,16-19,2,1,3,0,0,0,0,0,3,0,Liguria,3
13014,2021-02-25,AstraZeneca,20-29,19,34,47,6,0,0,0,0,53,0,Liguria,53
13237,2021-02-25,Pfizer/BioNTech,20-29,15,15,27,3,0,0,0,0,14,16,Liguria,30
13015,2021-02-25,AstraZeneca,30-39,27,46,57,16,0,0,0,0,73,0,Liguria,73
13238,2021-02-25,Pfizer/BioNTech,30-39,18,32,40,10,0,0,0,0,32,18,Liguria,50
13016,2021-02-25,AstraZeneca,40-49,23,69,70,22,0,0,0,0,92,0,Liguria,92
13239,2021-02-25,Pfizer/BioNTech,40-49,25,53,60,14,3,0,0,1,57,21,Liguria,78
13017,2021-02-25,AstraZeneca,50-59,33,53,52,34,0,0,0,0,86,0,Liguria,86
13240,2021-02-25,Pfizer/BioNTech,50-59,30,68,74,21,3,0,0,0,64,34,Liguria,98
13018,2021-02-25,AstraZeneca,60-69,8,19,14,13,0,0,0,0,27,0,Liguria,27
13241,2021-02-25,Pfizer/BioNTech,60-69,71,55,77,44,4,0,1,0,100,26,Liguria,126
13242,2021-02-25,Pfizer/BioNTech,70-79,37,21,27,19,12,0,0,0,53,5,Liguria,58
13119,2021-02-25,Moderna,80-89,55,61,0,0,0,116,0,0,116,0,Liguria,116
13243,2021-02-25,Pfizer/BioNTech,80-89,780,1180,2,11,32,1915,0,0,1955,5,Liguria,1960
13120,2021-02-25,Moderna,90+,6,14,0,0,0,20,0,0,20,0,Liguria,20
13244,2021-02-25,Pfizer/BioNTech,90+,197,371,0,1,34,532,1,0,564,4,Liguria,568
13019,2021-02-25,AstraZeneca,16-19,2,1,0,1,2,0,0,0,3,0,Lombardia,3
13245,2021-02-25,Pfizer/BioNTech,16-19,10,5,0,0,15,0,0,0,15,0,Lombardia,15
13020,2021-02-25,AstraZeneca,20-29,248,171,131,75,1,0,211,1,419,0,Lombardia,419
13121,2021-02-25,Moderna,20-29,4,1,3,2,0,0,0,0,5,0,Lombardia,5
13246,2021-02-25,Pfizer/BioNTech,20-29,124,252,275,73,26,0,0,2,290,86,Lombardia,376
13021,2021-02-25,AstraZeneca,30-39,402,359,350,122,1,0,288,0,761,0,Lombardia,761
13122,2021-02-25,Moderna,30-39,5,8,11,2,0,0,0,0,13,0,Lombardia,13
13247,2021-02-25,Pfizer/BioNTech,30-39,174,318,298,134,53,0,5,2,367,125,Lombardia,492
13022,2021-02-25,AstraZeneca,40-49,508,380,355,130,0,0,403,0,888,0,Lombardia,888
13123,2021-02-25,Moderna,40-49,5,11,13,0,3,0,0,0,16,0,Lombardia,16
13248,2021-02-25,Pfizer/BioNTech,40-49,215,441,388,182,75,0,10,1,474,182,Lombardia,656
13023,2021-02-25,AstraZeneca,50-59,362,199,194,91,0,0,275,1,561,0,Lombardia,561
13124,2021-02-25,Moderna,50-59,4,13,10,5,2,0,0,0,17,0,Lombardia,17
13249,2021-02-25,Pfizer/BioNTech,50-59,266,524,420,262,89,0,16,3,531,259,Lombardia,790
13024,2021-02-25,AstraZeneca,60-69,26,15,24,12,0,0,5,0,41,0,Lombardia,41
13125,2021-02-25,Moderna,60-69,3,4,4,1,2,0,0,0,7,0,Lombardia,7
13250,2021-02-25,Pfizer/BioNTech,60-69,222,267,249,157,81,0,2,0,353,136,Lombardia,489
13126,2021-02-25,Moderna,70-79,3,4,0,0,7,0,0,0,7,0,Lombardia,7
13251,2021-02-25,Pfizer/BioNTech,70-79,174,174,69,129,150,0,0,0,241,107,Lombardia,348
13127,2021-02-25,Moderna,80-89,21,34,1,0,21,33,0,0,55,0,Lombardia,55
13252,2021-02-25,Pfizer/BioNTech,80-89,2906,4316,14,122,416,6670,0,0,6927,295,Lombardia,7222
13128,2021-02-25,Moderna,90+,4,37,0,0,24,17,0,0,41,0,Lombardia,41
13253,2021-02-25,Pfizer/BioNTech,90+,493,1142,1,48,319,1266,1,0,1418,217,Lombardia,1635
13129,2021-02-25,Moderna,20-29,8,12,17,2,1,0,0,0,11,9,Marche,20
13254,2021-02-25,Pfizer/BioNTech,20-29,22,50,64,8,0,0,0,0,71,1,Marche,72
13130,2021-02-25,Moderna,30-39,9,20,22,7,0,0,0,0,14,15,Marche,29
13255,2021-02-25,Pfizer/BioNTech,30-39,26,58,64,20,0,0,0,0,78,6,Marche,84
13025,2021-02-25,AstraZeneca,40-49,1,0,0,1,0,0,0,0,1,0,Marche,1
13131,2021-02-25,Moderna,40-49,13,36,35,12,2,0,0,0,38,11,Marche,49
13256,2021-02-25,Pfizer/BioNTech,40-49,27,64,51,39,0,0,0,1,78,13,Marche,91
13132,2021-02-25,Moderna,50-59,8,54,43,14,5,0,0,0,41,21,Marche,62
13257,2021-02-25,Pfizer/BioNTech,50-59,39,59,56,41,0,0,1,0,88,10,Marche,98
13133,2021-02-25,Moderna,60-69,14,30,19,9,16,0,0,0,33,11,Marche,44
13258,2021-02-25,Pfizer/BioNTech,60-69,32,25,33,24,0,0,0,0,54,3,Marche,57
13026,2021-02-25,AstraZeneca,70-79,1,0,0,0,1,0,0,0,1,0,Marche,1
13134,2021-02-25,Moderna,70-79,25,38,3,1,59,0,0,0,52,11,Marche,63
13259,2021-02-25,Pfizer/BioNTech,70-79,24,14,20,8,10,0,0,0,29,9,Marche,38
13027,2021-02-25,AstraZeneca,80-89,0,1,0,0,1,0,0,0,1,0,Marche,1
13135,2021-02-25,Moderna,80-89,44,122,4,3,158,1,0,0,149,17,Marche,166
13260,2021-02-25,Pfizer/BioNTech,80-89,1010,1182,1,16,11,2162,2,0,2181,11,Marche,2192
13028,2021-02-25,AstraZeneca,90+,0,1,0,0,1,0,0,0,1,0,Marche,1
13136,2021-02-25,Moderna,90+,22,135,0,4,153,0,0,0,130,27,Marche,157
13261,2021-02-25,Pfizer/BioNTech,90+,121,215,0,4,5,327,0,0,332,4,Marche,336
13262,2021-02-25,Pfizer/BioNTech,20-29,1,3,2,1,1,0,0,0,0,4,Molise,4
13263,2021-02-25,Pfizer/BioNTech,30-39,5,8,10,0,3,0,0,0,5,8,Molise,13
13264,2021-02-25,Pfizer/BioNTech,40-49,6,6,6,0,6,0,0,0,2,10,Molise,12
13265,2021-02-25,Pfizer/BioNTech,50-59,19,20,26,2,11,0,0,0,8,31,Molise,39
13266,2021-02-25,Pfizer/BioNTech,60-69,14,17,17,8,6,0,0,0,17,14,Molise,31
13267,2021-02-25,Pfizer/BioNTech,70-79,5,1,6,0,0,0,0,0,6,0,Molise,6
13268,2021-02-25,Pfizer/BioNTech,80-89,186,239,1,1,1,422,0,0,424,1,Molise,425
13269,2021-02-25,Pfizer/BioNTech,90+,3,8,0,0,0,11,0,0,11,0,Molise,11
13286,2021-02-25,Pfizer/BioNTech,16-19,1,6,7,0,0,0,0,0,7,0,Piemonte,7
13040,2021-02-25,AstraZeneca,20-29,264,322,0,212,0,0,0,374,584,2,Piemonte,586
13287,2021-02-25,Pfizer/BioNTech,20-29,57,180,176,58,2,0,0,1,211,26,Piemonte,237
13041,2021-02-25,AstraZeneca,30-39,411,339,0,329,0,0,0,421,750,0,Piemonte,750
13288,2021-02-25,Pfizer/BioNTech,30-39,113,256,255,111,2,0,0,1,327,42,Piemonte,369
13042,2021-02-25,AstraZeneca,40-49,482,624,0,390,0,0,0,716,1106,0,Piemonte,1106
13289,2021-02-25,Pfizer/BioNTech,40-49,116,346,301,152,2,0,0,7,391,71,Piemonte,462
13043,2021-02-25,AstraZeneca,50-59,427,401,1,451,0,0,0,376,828,0,Piemonte,828
13290,2021-02-25,Pfizer/BioNTech,50-59,124,413,330,191,6,0,0,10,463,74,Piemonte,537
13044,2021-02-25,AstraZeneca,60-69,34,45,1,27,0,0,0,51,79,0,Piemonte,79
13291,2021-02-25,Pfizer/BioNTech,60-69,156,233,264,106,18,0,0,1,335,54,Piemonte,389
13139,2021-02-25,Moderna,70-79,0,1,0,1,0,0,0,0,1,0,Piemonte,1
13292,2021-02-25,Pfizer/BioNTech,70-79,95,60,87,25,43,0,0,0,110,45,Piemonte,155
13140,2021-02-25,Moderna,80-89,332,322,0,0,0,654,0,0,653,1,Piemonte,654
13293,2021-02-25,Pfizer/BioNTech,80-89,2271,2764,12,5,175,4843,0,0,4910,125,Piemonte,5035
13141,2021-02-25,Moderna,90+,45,58,0,0,0,103,0,0,103,0,Piemonte,103
13294,2021-02-25,Pfizer/BioNTech,90+,298,581,2,0,157,720,0,0,771,108,Piemonte,879
13029,2021-02-25,AstraZeneca,20-29,12,28,0,0,0,0,0,40,40,0,Provincia Autonoma Bolzano / Bozen,40
13270,2021-02-25,Pfizer/BioNTech,20-29,3,7,4,6,0,0,0,0,10,0,Provincia Autonoma Bolzano / Bozen,10
13030,2021-02-25,AstraZeneca,30-39,27,71,0,0,0,0,0,98,98,0,Provincia Autonoma Bolzano / Bozen,98
13271,2021-02-25,Pfizer/BioNTech,30-39,2,6,2,6,0,0,0,0,8,0,Provincia Autonoma Bolzano / Bozen,8
13031,2021-02-25,AstraZeneca,40-49,9,47,0,0,0,0,0,56,56,0,Provincia Autonoma Bolzano / Bozen,56
13272,2021-02-25,Pfizer/BioNTech,40-49,6,8,7,7,0,0,0,0,14,0,Provincia Autonoma Bolzano / Bozen,14
13032,2021-02-25,AstraZeneca,50-59,33,110,0,3,0,0,0,140,143,0,Provincia Autonoma Bolzano / Bozen,143
13273,2021-02-25,Pfizer/BioNTech,50-59,1,9,6,4,0,0,0,0,10,0,Provincia Autonoma Bolzano / Bozen,10
13033,2021-02-25,AstraZeneca,60-69,25,46,0,0,0,0,0,71,71,0,Provincia Autonoma Bolzano / Bozen,71
13274,2021-02-25,Pfizer/BioNTech,60-69,3,2,2,3,0,0,0,0,4,1,Provincia Autonoma Bolzano / Bozen,5
13275,2021-02-25,Pfizer/BioNTech,70-79,2,0,1,1,0,0,0,0,2,0,Provincia Autonoma Bolzano / Bozen,2
13276,2021-02-25,Pfizer/BioNTech,80-89,349,508,0,250,0,607,0,0,857,0,Provincia Autonoma Bolzano / Bozen,857
13277,2021-02-25,Pfizer/BioNTech,90+,76,105,0,60,0,121,0,0,181,0,Provincia Autonoma Bolzano / Bozen,181
13034,2021-02-25,AstraZeneca,16-19,1,0,0,0,0,0,0,1,1,0,Provincia Autonoma Trento,1
13035,2021-02-25,AstraZeneca,20-29,1,9,0,0,0,0,0,10,10,0,Provincia Autonoma Trento,10
13278,2021-02-25,Pfizer/BioNTech,20-29,2,13,15,0,0,0,0,0,10,5,Provincia Autonoma Trento,15
13036,2021-02-25,AstraZeneca,30-39,1,10,0,0,0,0,0,11,11,0,Provincia Autonoma Trento,11
13279,2021-02-25,Pfizer/BioNTech,30-39,6,19,22,3,0,0,0,0,9,16,Provincia Autonoma Trento,25
13037,2021-02-25,AstraZeneca,40-49,5,25,0,0,0,0,1,29,30,0,Provincia Autonoma Trento,30
13280,2021-02-25,Pfizer/BioNTech,40-49,12,24,30,5,1,0,0,0,17,19,Provincia Autonoma Trento,36
13038,2021-02-25,AstraZeneca,50-59,4,31,0,0,0,0,0,35,35,0,Provincia Autonoma Trento,35
13281,2021-02-25,Pfizer/BioNTech,50-59,11,24,31,3,1,0,0,0,18,17,Provincia Autonoma Trento,35
13039,2021-02-25,AstraZeneca,60-69,2,5,0,0,0,0,0,7,7,0,Provincia Autonoma Trento,7
13282,2021-02-25,Pfizer/BioNTech,60-69,11,12,18,2,3,0,0,0,11,12,Provincia Autonoma Trento,23
13283,2021-02-25,Pfizer/BioNTech,70-79,7,2,3,2,4,0,0,0,5,4,Provincia Autonoma Trento,9
13137,2021-02-25,Moderna,80-89,3,5,0,0,0,8,0,0,8,0,Provincia Autonoma Trento,8
13284,2021-02-25,Pfizer/BioNTech,80-89,470,627,1,1,12,1083,0,0,789,308,Provincia Autonoma Trento,1097
13138,2021-02-25,Moderna,90+,1,1,0,0,0,2,0,0,2,0,Provincia Autonoma Trento,2
13285,2021-02-25,Pfizer/BioNTech,90+,84,157,0,0,11,230,0,0,164,77,Provincia Autonoma Trento,241
13295,2021-02-25,Pfizer/BioNTech,16-19,10,11,20,1,0,0,0,0,21,0,Puglia,21
13045,2021-02-25,AstraZeneca,20-29,21,67,1,2,0,0,17,68,88,0,Puglia,88
13296,2021-02-25,Pfizer/BioNTech,20-29,172,216,327,50,10,0,1,0,280,108,Puglia,388
13046,2021-02-25,AstraZeneca,30-39,72,219,7,0,0,0,43,241,291,0,Puglia,291
13142,2021-02-25,Moderna,30-39,2,1,3,0,0,0,0,0,3,0,Puglia,3
13297,2021-02-25,Pfizer/BioNTech,30-39,195,335,348,162,17,0,2,1,356,174,Puglia,530
13047,2021-02-25,AstraZeneca,40-49,316,625,4,3,0,0,263,671,941,0,Puglia,941
13143,2021-02-25,Moderna,40-49,0,1,1,0,0,0,0,0,1,0,Puglia,1
13298,2021-02-25,Pfizer/BioNTech,40-49,220,390,322,242,31,0,9,6,392,218,Puglia,610
