,Data Somministrazione,Totale,Sesso Maschile,Sesso Femminile,Categoria Operatori Sanitari Sociosanitari,Categoria Personale Non Sanitario,Categoria Altro,Categoria Ospiti Rsa,Categoria Over80,Categoria Forze Armate,Categoria Personale Scolastico,Prima Dose,Seconda Dose,Regione
1577,2021-03-15,4503,2114,2389,300,4,469,8,3467,14,241,1422,3081,Marche
1578,2021-03-15,832,338,494,137,6,149,66,116,61,297,587,245,Molise
1579,2021-03-15,10623,4145,6478,1715,923,578,230,5715,0,1462,5009,5614,Piemonte
1580,2021-03-15,843,293,550,289,94,385,13,56,2,4,365,478,Provincia Autonoma Bolzano / Bozen
1581,2021-03-15,1390,537,853,64,118,357,26,608,54,163,926,464,Provincia Autonoma Trento
1582,2021-03-15,11659,5568,6091,2073,503,309,115,7628,353,678,5176,6483,Puglia
1583,2021-03-15,2682,1214,1468,458,171,477,85,323,149,1019,2309,373,Sardegna
1584,2021-03-15,10761,4723,6038,1240,48,2608,665,4830,216,1154,5689,5072,Sicilia
1585,2021-03-15,8307,3304,5003,3216,1248,709,403,30,420,2281,3870,4437,Toscana
1586,2021-03-15,4593,1928,2665,1424,194,154,78,2339,141,263,2825,1768,Umbria
1587,2021-03-15,361,122,239,20,4,41,10,215,6,65,159,202,Valle d'Aosta / Vallée d'Aoste
1588,2021-03-15,16476,7172,9304,1349,36,2859,369,9301,598,1964,11283,5193,Veneto
1589,2021-03-16,3486,1453,2033,284,3,163,169,2849,6,12,1831,1655,Abruzzo
1590,2021-03-16,1899,799,1100,103,27,31,0,1671,5,62,228,1671,Basilicata
1591,2021-03-16,3769,1847,1922,459,5,1116,22,2079,58,30,2171,1598,Calabria
1592,2021-03-16,8087,3519,4568,289,53,679,60,6869,23,114,3772,4315,Campania
1593,2021-03-16,12027,4916,7111,409,67,644,97,10682,6,122,4793,7234,Emilia-Romagna
1594,2021-03-16,3126,1281,1845,326,255,99,243,2202,0,1,1047,2079,Friuli-Venezia Giulia
1595,2021-03-16,13445,5703,7742,1496,69,2145,280,9443,7,5,7044,6401,Lazio
1596,2021-03-16,6024,2696,3328,932,108,408,323,4245,3,5,2307,3717,Liguria
1597,2021-03-16,25358,10067,15291,3296,1346,1560,1422,17642,17,75,16336,9022,Lombardia
1598,2021-03-16,3577,1549,2028,317,3,193,54,2928,77,5,394,3183,Marche
1599,2021-03-16,614,230,384,13,3,188,11,395,4,0,267,347,Molise
1600,2021-03-16,10487,4246,6241,2229,798,340,322,6785,0,13,4432,6055,Piemonte
1601,2021-03-16,634,250,384,24,29,34,48,499,0,0,115,519,Provincia Autonoma Bolzano / Bozen
1602,2021-03-16,1379,502,877,221,7,73,36,1038,0,4,593,786,Provincia Autonoma Trento
1603,2021-03-16,9564,4559,5005,2165,517,309,76,6400,62,35,3235,6329,Puglia
1604,2021-03-16,4349,1936,2413,645,173,704,311,2508,0,8,3418,931,Sardegna
1605,2021-03-16,10169,4463,5706,1662,105,1629,810,5677,68,218,4017,6152,Sicilia
1606,2021-03-16,4860,1860,3000,1550,424,669,121,2068,12,16,2629,2231,Toscana
1607,2021-03-16,3504,1433,2071,1633,68,20,65,1707,0,11,1877,1627,Umbria
1608,2021-03-16,175,35,140,2,0,42,13,118,0,0,114,61,Valle d'Aosta / Vallée d'Aoste
1609,2021-03-16,12376,5296,7080,1274,105,2546,454,7860,19,118,6844,5532,Veneto
1610,2021-03-17,4544,1876,2668,285,26,187,144,3874,17,11,2801,1743,Abruzzo
1611,2021-03-17,1448,606,842,22,11,18,0,1390,5,2,27,1421,Basilicata
1612,2021-03-17,3634,1621,2013,277,49,931,165,2093,26,93,1937,1697,Calabria
1613,2021-03-17,11585,5095,6490,490,123,748,49,10005,33,137,5006,6579,Campania
1614,2021-03-17,13485,5593,7892,351,116,1259,64,11676,0,19,5753,7732,Emilia-Romagna
1615,2021-03-17,3204,1256,1948,426,218,109,198,2244,3,6,714,2490,Friuli-Venezia Giulia
1616,2021-03-17,13483,5753,7730,1507,87,2239,254,9375,7,14,7284,6199,Lazio
1617,2021-03-17,5510,2353,3157,774,112,287,76,4253,2,6,2452,3058,Liguria
1618,2021-03-17,25900,10356,15544,2516,1299,1033,1916,19053,44,39,15063,10837,Lombardia
1619,2021-03-17,3435,1497,1938,301,5,178,117,2822,7,5,111,3324,Marche
1620,2021-03-17,894,381,513,34,22,211,42,572,12,1,563,331,Molise
1621,2021-03-17,12495,5043,7452,2081,718,358,235,9094,0,9,5209,7286,Piemonte
1622,2021-03-17,577,213,364,10,6,34,46,481,0,0,576,1,Provincia Autonoma Bolzano / Bozen
1623,2021-03-17,2044,787,1257,391,15,333,55,1244,1,5,1160,884,Provincia Autonoma Trento
1624,2021-03-17,10120,4640,5480,1758,427,181,62,7595,33,64,4067,6053,Puglia
1625,2021-03-17,6521,2837,3684,1076,452,1020,528,3313,4,128,4911,1610,Sardegna
1626,2021-03-17,15390,7551,7839,1401,100,7155,664,5721,43,306,9446,5944,Sicilia
1627,2021-03-17,11197,4491,6706,355,272,877,179,9510,2,2,6744,4453,Toscana
1628,2021-03-17,3328,1313,2015,1429,52,12,129,1682,8,16,1856,1472,Umbria
1629,2021-03-17,430,185,245,35,2,90,15,240,41,7,270,160,Valle d'Aosta / Vallée d'Aoste
1630,2021-03-17,14486,5914,8572,1872,166,2542,259,8921,26,700,7802,6684,Veneto
1631,2021-03-18,3896,1651,2245,281,2,284,3,3297,22,7,2065,1831,Abruzzo
1632,2021-03-18,1346,561,785,30,0,10,0,1306,0,0,22,1324,Basilicata
1633,2021-03-18,4240,1978,2262,359,49,1316,232,2195,44,45,2271,1969,Calabria
1634,2021-03-18,12164,5376,6788,460,76,1097,34,9962,76,459,5975,6189,Campania
1635,2021-03-18,13382,5674,7708,452,120,2022,67,10672,1,48,5591,7791,Emilia-Romagna
1636,2021-03-18,3336,1409,1927,60,21,265,129,2857,0,4,1657,1679,Friuli-Venezia Giulia
1637,2021-03-18,14154,6050,8104,1751,90,2631,330,9337,9,6,7779,6375,Lazio
1638,2021-03-18,4980,2126,2854,630,68,493,94,3684,6,5,2016,2964,Liguria
1639,2021-03-18,27158,10850,16308,2169,1115,1258,1512,20960,44,100,16064,11094,Lombardia
1640,2021-03-18,3445,1514,1931,326,6,258,123,2653,76,3,216,3229,Marche
1641,2021-03-18,1156,476,680,73,10,174,45,854,0,0,692,464,Molise
1642,2021-03-18,11585,4743,6842,1460,677,359,342,8729,0,18,3877,7708,Piemonte
1643,2021-03-18,1291,526,765,49,15,156,48,1023,0,0,217,1074,Provincia Autonoma Bolzano / Bozen
1644,2021-03-18,2234,923,1311,57,0,572,2,1597,2,4,1163,1071,Provincia Autonoma Trento
1645,2021-03-18,9067,4105,4962,1736,335,281,195,6391,39,90,2972,6095,Puglia
1646,2021-03-18,7137,3018,4119,1076,240,1327,354,4065,12,63,5534,1603,Sardegna
1647,2021-03-18,15583,7764,7819,1284,80,8166,598,5357,61,37,9871,5712,Sicilia
1648,2021-03-18,9759,3893,5866,427,543,890,256,7633,7,3,5841,3918,Toscana
1649,2021-03-18,2785,1079,1706,962,115,29,205,1459,3,12,1552,1233,Umbria
1650,2021-03-18,134,43,91,4,0,3,25,101,1,0,98,36,Valle d'Aosta / Vallée d'Aoste
1651,2021-03-18,12513,5098,7415,1404,225,1930,482,7597,21,854,7336,5177,Veneto
1652,2021-03-19,5795,2584,3211,755,28,432,118,4398,51,13,2774,3021,Abruzzo
1653,2021-03-19,2284,988,1296,58,75,37,0,1950,22,142,261,2023,Basilicata
1654,2021-03-19,4185,1947,2238,486,5,1326,293,1965,8,102,1899,2286,Calabria
1655,2021-03-19,11030,4867,6163,392,67,1215,21,8438,44,853,7160,3870,Campania
1656,2021-03-19,13840,5810,8030,1089,280,2127,116,9816,78,334,6499,7341,Emilia-Romagna
1657,2021-03-19,3200,1327,1873,105,46,121,282,2512,0,134,1272,1928,Friuli-Venezia Giulia
1658,2021-03-19,16995,7258,9737,2112,140,3760,389,9340,248,1006,10695,6300,Lazio
1659,2021-03-19,5240,2215,3025,720,162,442,132,3680,21,83,2127,3113,Liguria
1660,2021-03-19,32146,12802,19344,2718,1701,1210,1406,21953,150,3008,19077,13069,Lombardia
1661,2021-03-19,3869,1604,2265,495,1,233,293,2837,4,6,343,3526,Marche
1662,2021-03-19,1180,479,701,32,0,163,9,726,2,248,753,427,Molise
1663,2021-03-19,10749,4394,6355,1092,467,498,429,7992,0,271,4322,6427,Piemonte
1664,2021-03-19,1898,769,1129,159,52,562,15,1096,0,14,795,1103,Provincia Autonoma Bolzano / Bozen
1665,2021-03-19,2341,891,1450,306,67,853,37,1010,2,66,1525,816,Provincia Autonoma Trento
1666,2021-03-19,7870,3627,4243,1757,211,216,69,5295,64,258,3334,4536,Puglia
1667,2021-03-19,6937,2863,4074,1315,444,1537,222,3220,189,10,4722,2215,Sardegna
1668,2021-03-19,16486,8114,8372,1262,101,8713,561,5351,42,456,10758,5728,Sicilia
1669,2021-03-19,9945,4369,5576,639,438,3991,275,4554,13,35,7167,2778,Toscana
1670,2021-03-19,1734,561,1173,453,143,129,68,191,26,724,1078,656,Umbria
1671,2021-03-19,319,84,235,8,1,70,21,9,1,209,284,35,Valle d'Aosta / Vallée d'Aoste
1672,2021-03-19,13655,5607,8048,1783,146,2637,450,7870,48,721,7642,6013,Veneto
1673,2021-03-20,4733,2159,2574,318,15,509,60,3650,84,97,2569,2164,Abruzzo
1674,2021-03-20,1286,566,720,45,68,47,0,943,5,178,275,1011,Basilicata
1675,2021-03-20,6479,2982,3497,432,7,1581,398,3562,34,465,4091,2388,Calabria
1676,2021-03-20,13895,6433,7462,295,35,3812,35,6510,324,2884,10156,3739,Campania
1677,2021-03-20,15313,6309,9004,697,255,4112,93,9252,73,831,8403,6910,Emilia-Romagna
1678,2021-03-20,3345,1352,1993,413,274,24,8,2381,179,66,1251,2094,Friuli-Venezia Giulia
1679,2021-03-20,18114,6776,11338,1828,139,3761,360,8775,204,3047,12278,5836,Lazio
1680,2021-03-20,2316,995,1321,224,44,184,0,1855,9,0,1142,1174,Liguria
1681,2021-03-20,32158,11993,20165,1969,1157,2220,520,18181,284,7827,22383,9775,Lombardia
1682,2021-03-20,4146,1745,2401,181,8,110,111,3641,6,89,1054,3092,Marche
1683,2021-03-20,2320,968,1352,28,2,206,0,1855,7,222,999,1321,Molise
1684,2021-03-20,11850,4873,6977,878,449,784,163,7642,0,1934,5956,5894,Piemonte
1685,2021-03-20,1752,845,907,115,47,618,9,957,5,1,1127,625,Provincia Autonoma Bolzano / Bozen
1686,2021-03-20,855,396,459,151,97,470,0,76,0,61,653,202,Provincia Autonoma Trento
1687,2021-03-20,7924,3597,4327,1422,67,233,54,5305,35,808,3349,4575,Puglia
1688,2021-03-20,5094,2029,3065,695,255,379,127,2678,105,855,2818,2276,Sardegna
1689,2021-03-20,18904,9077,9827,836,43,10839,413,5475,79,1219,13514,5390,Sicilia
1690,2021-03-20,6428,2853,3575,885,552,4739,165,29,24,34,5293,1135,Toscana
1691,2021-03-20,2272,821,1451,315,178,507,0,0,72,1200,2247,25,Umbria
1692,2021-03-20,205,85,120,5,2,164,15,14,4,1,170,35,Valle d'Aosta / Vallée d'Aoste
1693,2021-03-20,12678,5225,7453,655,27,4504,215,4823,162,2292,10578,2100,Veneto
1694,2021-03-21,2135,913,1222,9,0,47,1,1919,29,130,844,1291,Abruzzo
1695,2021-03-21,1045,480,565,32,0,51,0,803,0,159,352,693,Basilicata
1696,2021-03-21,4362,1882,2480,135,0,1127,200,2126,29,745,2660,1702,Calabria
1697,2021-03-21,9978,4591,5387,168,27,4970,17,2933,188,1675,7589,2389,Campania
1698,2021-03-21,11396,4930,6466,565,291,3702,106,6089,58,585,6798,4598,Emilia-Romagna
1699,2021-03-21,2599,937,1662,6,3,112,0,1332,27,1119,2191,408,Friuli-Venezia Giulia
1700,2021-03-21,17769,6805,10964,1239,27,4691,111,8172,100,3429,12748,5021,Lazio
1701,2021-03-21,552,221,331,7,1,19,0,525,0,0,69,483,Liguria
1702,2021-03-21,23426,8464,14962,1076,551,1886,410,9724,734,9045,18171,5255,Lombardia
1703,2021-03-21,4511,1878,2633,87,0,109,54,4046,10,205,1631,2880,Marche
1704,2021-03-21,1245,542,703,14,1,141,0,1089,0,0,479,766,Molise
1705,2021-03-21,10353,4529,5824,575,383,1238,9,6833,0,1315,3831,6522,Piemonte
1706,2021-03-21,766,283,483,165,17,16,1,564,0,3,14,752,Provincia Autonoma Bolzano / Bozen
1707,2021-03-21,129,69,60,34,1,76,0,0,0,18,128,1,Provincia Autonoma Trento
1708,2021-03-21,2669,1219,1450,462,15,103,13,1778,14,284,566,2103,Puglia
1709,2021-03-21,4027,1808,2219,64,5,405,0,2876,102,575,2587,1440,Sardegna
1710,2021-03-21,15202,7323,7879,489,10,9094,57,4502,92,958,11228,3974,Sicilia
1711,2021-03-21,3231,1574,1657,660,791,1677,77,8,6,12,1798,1433,Toscana
1712,2021-03-21,665,330,335,31,14,523,0,0,34,63,665,0,Umbria
1713,2021-03-21,353,164,189,2,4,312,0,1,6,28,353,0,Valle d'Aosta / Vallée d'Aoste
1714,2021-03-21,11970,4750,7220,1481,50,3138,30,4565,179,2527,8511,3459,Veneto
1715,2021-03-22,4399,1959,2440,385,8,800,50,2578,136,442,2429,1970,Abruzzo
1716,2021-03-22,1172,529,643,46,49,38,0,638,16,385,626,546,Basilicata
1717,2021-03-22,4707,2202,2505,194,10,1197,147,1994,40,1125,3041,1666,Calabria
1718,2021-03-22,12747,5923,6824,309,755,5170,71,3500,469,2473,10709,2038,Campania
1719,2021-03-22,16698,7163,9535,1125,318,5017,121,9452,65,600,9872,6826,Emilia-Romagna
1720,2021-03-22,3475,1327,2148,147,86,102,207,2464,6,463,1522,1953,Friuli-Venezia Giulia
1721,2021-03-22,21317,8870,12447,1525,75,5972,244,9123,517,3861,14937,6380,Lazio
1722,2021-03-22,7344,3264,4080,575,115,1605,81,3822,281,865,4506,2838,Liguria
1723,2021-03-22,39602,14002,25600,2452,1313,2682,782,19861,446,12066,29483,10119,Lombardia
1724,2021-03-22,5660,2378,3282,407,8,448,69,4182,113,433,2531,3129,Marche
1725,2021-03-22,1146,439,707,106,3,283,2,255,39,458,903,243,Molise
1726,2021-03-22,10806,4471,6335,870,458,556,182,7518,0,1222,3583,7223,Piemonte
1727,2021-03-22,1130,514,616,2,0,926,0,192,10,0,1126,4,Provincia Autonoma Bolzano / Bozen
1728,2021-03-22,2239,951,1288,69,132,967,8,953,18,92,1370,869,Provincia Autonoma Trento
1729,2021-03-22,9238,4521,4717,599,186,495,11,6737,208,1002,3669,5569,Puglia
1730,2021-03-22,3492,1322,2170,838,151,412,109,781,66,1135,2979,513,Sardegna
1731,2021-03-22,16808,7916,8892,914,19,8677,356,5542,71,1229,11263,5545,Sicilia
1732,2021-03-22,4840,2399,2441,221,348,3432,380,9,135,315,4396,444,Toscana
1733,2021-03-22,3558,1653,1905,163,120,204,0,2825,99,147,2312,1246,Umbria
1734,2021-03-22,556,204,352,36,4,137,18,334,10,17,330,226,Valle d'Aosta / Vallée d'Aoste
1735,2021-03-22,17981,8052,9929,1165,123,6405,516,6741,692,2339,12959,5022,Veneto
1736,2021-03-23,4852,2210,2642,180,25,505,183,3353,206,400,2283,2569,Abruzzo
1737,2021-03-23,1189,490,699,48,0,30,0,814,20,277,1082,107,Basilicata
1738,2021-03-23,5207,2442,2765,280,4,1847,47,1869,77,1083,3409,1798,Calabria
1739,2021-03-23,15335,7058,8277,359,488,6024,181,4730,260,3293,12830,2505,Campania
1740,2021-03-23,17860,7588,10272,1113,283,5950,184,8932,56,1342,11374,6486,Emilia-Romagna
1741,2021-03-23,3710,1542,2168,320,297,137,240,2446,29,241,1571,2139,Friuli-Venezia Giulia
1742,2021-03-23,23100,9984,13116,2481,98,6788,181,9158,538,3856,16832,6268,Lazio
1743,2021-03-23,8678,3926,4752,637,79,2253,56,3919,458,1276,5472,3206,Liguria
1744,2021-03-23,41607,15031,26576,2085,1301,3619,1207,20614,324,12457,29282,12325,Lombardia
1745,2021-03-23,5814,2537,3277,259,9,360,127,4587,144,328,2270,3544,Marche
1746,2021-03-23,1642,694,948,76,2,453,6,572,79,454,1435,207,Molise
1747,2021-03-23,12774,5244,7530,688,325,993,222,9214,0,1332,6537,6237,Piemonte
1748,2021-03-23,1547,755,792,0,0,1241,0,215,57,34,1546,1,Provincia Autonoma Bolzano / Bozen
1749,2021-03-23,2358,900,1458,142,97,906,71,985,5,152,1628,730,Provincia Autonoma Trento
1750,2021-03-23,10325,4948,5377,1849,307,640,51,6045,453,980,3870,6455,Puglia
1751,2021-03-23,6020,2562,3458,1093,198,974,234,2290,90,1141,4970,1050,Sardegna
1752,2021-03-23,21032,10096,10936,873,41,11975,365,5825,306,1647,15425,5607,Sicilia
1753,2021-03-23,8969,4055,4914,264,302,4185,319,3422,139,338,6730,2239,Toscana
1754,2021-03-23,3793,1685,2108,395,179,213,12,2845,89,60,2164,1629,Umbria
1755,2021-03-23,375,149,226,13,2,70,7,276,0,7,242,133,Valle d'Aosta / Vallée d'Aoste
1756,2021-03-23,21840,9997,11843,1092,202,9565,638,6707,844,2792,17241,4599,Veneto
1757,2021-03-24,6422,2829,3593,484,10,1762,143,3378,215,430,4166,2256,Abruzzo
1758,2021-03-24,1540,625,915,67,0,62,0,951,43,417,1187,353,Basilicata
1759,2021-03-24,7351,3348,4003,386,23,2325,696,2361,65,1495,4176,3175,Calabria
1760,2021-03-24,17617,8081,9536,410,71,7676,70,6716,232,2442,14666,2951,Campania
1761,2021-03-24,19874,8721,11153,1197,269,6472,94,10098,88,1656,12872,7002,Emilia-Romagna
1762,2021-03-24,3684,1499,2185,178,176,400,128,2314,61,427,2217,1467,Friuli-Venezia Giulia
1763,2021-03-24,25552,11124,14428,3741,92,8388,107,9387,239,3598,19448,6104,Lazio
1764,2021-03-24,8758,3758,5000,522,104,2125,61,4209,401,1336,5471,3287,Liguria
1765,2021-03-24,41908,15028,26880,2954,1292,4040,1356,19351,433,12482,30930,10978,Lombardia
1766,2021-03-24,7034,2982,4052,483,20,960,187,4728,64,592,3366,3668,Marche
1767,2021-03-24,1630,658,972,77,1,348,0,707,47,450,1228,402,Molise
1768,2021-03-24,15246,6245,9001,1069,502,1015,478,11310,37,835,6120,9126,Piemonte
1769,2021-03-24,2039,976,1063,13,11,1677,5,247,57,29,2026,13,Provincia Autonoma Bolzano / Bozen
1770,2021-03-24,2251,885,1366,204,75,314,42,1386,15,215,1468,783,Provincia Autonoma Trento
1771,2021-03-24,12366,5710,6656,1832,421,689,85,7605,244,1490,5616,6750,Puglia
1772,2021-03-24,6859,2834,4025,737,159,1484,390,2846,184,1059,5499,1360,Sardegna
1773,2021-03-24,21121,9881,11240,955,64,12149,549,5856,86,1462,15234,5887,Sicilia
1774,2021-03-24,19242,7770,11472,219,323,4433,165,13143,186,773,9978,9264,Toscana
1775,2021-03-24,4065,1757,2308,215,98,170,1,3502,37,42,2741,1324,Umbria
1776,2021-03-24,512,230,282,8,3,135,0,363,2,1,257,255,Valle d'Aosta / Vallée d'Aoste
1777,2021-03-24,21755,9331,12424,1152,235,5535,800,10477,743,2813,14981,6774,Veneto
1778,2021-03-25,5685,2560,3125,249,10,945,39,3781,213,448,3069,2616,Abruzzo
1779,2021-03-25,1716,574,1142,38,0,110,0,910,22,636,1404,312,Basilicata
1780,2021-03-25,6999,3314,3685,291,34,2932,428,2157,57,1100,4483,2516,Calabria
1781,2021-03-25,19994,9339,10655,308,38,9538,8,7448,170,2484,16491,3503,Campania
1782,2021-03-25,20013,8611,11402,1096,229,6931,130,9513,63,2051,13300,6713,Emilia-Romagna
1783,2021-03-25,5172,2194,2978,53,54,1961,186,2055,29,834,3042,2130,Friuli-Venezia Giulia
1784,2021-03-25,26310,11223,15087,4758,84,8019,316,9450,199,3484,20020,6290,Lazio
1785,2021-03-25,9333,3981,5352,635,167,2752,152,3673,379,1575,5977,3356,Liguria
1786,2021-03-25,40993,15202,25791,3371,1191,4057,1244,20110,199,10821,29306,11687,Lombardia
1787,2021-03-25,6657,2774,3883,464,12,947,365,4307,43,519,3247,3410,Marche
1788,2021-03-25,1806,730,1076,53,2,322,18,832,86,493,1309,497,Molise
1789,2021-03-25,16663,6956,9707,1031,508,1141,624,11816,179,1364,8040,8623,Piemonte
1790,2021-03-25,2113,1047,1066,209,68,1403,32,299,56,46,1693,420,Provincia Autonoma Bolzano / Bozen
1791,2021-03-25,2648,1012,1636,172,134,786,28,1215,5,308,1669,979,Provincia Autonoma Trento
1792,2021-03-25,10596,5144,5452,1246,305,918,53,7033,386,655,4469,6127,Puglia
1793,2021-03-25,8223,3428,4795,811,153,1753,188,3505,251,1562,6959,1264,Sardegna
1794,2021-03-25,20465,9520,10945,1324,76,11498,582,5523,82,1380,14924,5541,Sicilia
1795,2021-03-25,22992,9837,13155,197,269,6167,353,15084,217,705,14796,8196,Toscana
1796,2021-03-25,3843,1676,2167,255,51,161,63,3233,48,32,2779,1064,Umbria
1797,2021-03-25,386,154,232,10,0,123,1,251,0,1,377,9,Valle d'Aosta / Vallée d'Aoste
1798,2021-03-25,25361,10696,14665,1363,341,9756,922,10165,597,2217,19311,6050,Veneto
1799,2021-03-26,5303,2269,3034,264,1,1061,37,3327,164,449,3242,2061,Abruzzo
1800,2021-03-26,1884,688,1196,194,0,64,0,1150,1,475,1622,262,Basilicata
1801,2021-03-26,7637,3620,4017,511,21,3405,211,2382,68,1039,4525,3112,Calabria
1802,2021-03-26,19455,8930,10525,363,36,9426,142,7621,232,1635,15645,3810,Campania
1803,2021-03-26,22556,9547,13009,1309,304,9065,191,9008,105,2574,16482,6074,Emilia-Romagna
1804,2021-03-26,5658,2371,3287,496,193,1962,123,2045,87,752,3646,2012,Friuli-Venezia Giulia
1805,2021-03-26,27533,11949,15584,5317,94,8698,328,9572,275,3249,20947,6586,Lazio
1806,2021-03-26,9061,3827,5234,603,180,2726,65,3874,316,1297,5907,3154,Liguria
1807,2021-03-26,39284,14924,24360,2592,1351,4483,750,21243,208,8657,27106,12178,Lombardia
1808,2021-03-26,6343,2613,3730,335,21,1320,182,3928,56,501,3532,2811,Marche
1809,2021-03-26,2559,1037,1522,70,5,839,23,1004,70,548,1917,642,Molise
1810,2021-03-26,17667,6959,10708,1155,450,1414,525,11479,220,2424,8762,8905,Piemonte
1811,2021-03-26,1628,715,913,20,14,621,68,904,0,1,509,1119,Provincia Autonoma Bolzano / Bozen
1812,2021-03-26,2976,1151,1825,130,168,1198,98,847,7,528,2418,558,Provincia Autonoma Trento
1813,2021-03-26,11274,5267,6007,1607,493,953,286,6340,254,1341,6640,4634,Puglia
1814,2021-03-26,7671,2994,4677,835,254,1965,413,2533,151,1520,6150,1521,Sardegna
1815,2021-03-26,17870,8316,9554,1071,40,9556,314,5524,57,1308,12354,5516,Sicilia
1816,2021-03-26,19776,8893,10883,249,303,7989,158,10613,131,333,14296,5480,Toscana
1817,2021-03-26,4556,1682,2874,570,152,484,91,2469,52,738,4383,173,Umbria
1818,2021-03-26,494,203,291,4,2,171,0,88,3,226,487,7,Valle d'Aosta / Vallée d'Aoste
1819,2021-03-26,28973,12784,16189,1244,366,13287,1122,10322,784,1848,23566,5407,Veneto
1820,2021-03-27,6119,2619,3500,189,11,1386,42,4235,40,216,3640,2479,Abruzzo
1821,2021-03-27,2024,747,1277,17,0,99,0,1530,0,378,1710,314,Basilicata
1822,2021-03-27,8228,3724,4504,306,4,3175,144,3175,24,1400,4439,3789,Calabria
1823,2021-03-27,21234,10015,11219,356,35,11582,63,7096,146,1956,17371,3863,Campania
1824,2021-03-27,21085,8855,12230,756,233,8398,41,9228,114,2315,14338,6747,Emilia-Romagna
1825,2021-03-27,4976,2555,2421,59,30,2784,1,1989,15,98,3565,1411,Friuli-Venezia Giulia
1826,2021-03-27,25528,10177,15351,5554,103,6815,289,9178,134,3455,19293,6235,Lazio
1827,2021-03-27,3917,1537,2380,176,22,852,36,2056,69,706,2521,1396,Liguria
1828,2021-03-27,31259,11920,19339,1935,1122,3691,243,17568,66,6634,22881,8378,Lombardia
1829,2021-03-27,7400,3076,4324,278,1,2482,131,3727,70,711,5035,2365,Marche
1830,2021-03-27,2685,1250,1435,18,3,781,0,1879,3,1,1252,1433,Molise
1831,2021-03-27,18286,7783,10503,1210,546,2603,109,11661,54,2103,9473,8813,Piemonte
1832,2021-03-27,3044,1550,1494,321,32,1206,0,1436,3,46,1541,1503,Provincia Autonoma Bolzano / Bozen
1833,2021-03-27,1555,682,873,268,188,822,0,58,71,148,1307,248,Provincia Autonoma Trento
1834,2021-03-27,11344,5371,5973,890,172,1837,61,6958,58,1368,6570,4774,Puglia
1835,2021-03-27,5248,1991,3257,331,135,850,203,2471,15,1243,4825,423,Sardegna
1836,2021-03-27,15785,7453,8332,650,25,8401,350,5583,34,742,10865,4920,Sicilia
1837,2021-03-27,8570,3925,4645,111,56,6675,159,1339,32,198,8355,215,Toscana
1838,2021-03-27,4218,1504,2714,752,154,507,1,2204,24,576,3878,340,Umbria
1839,2021-03-27,332,164,168,23,6,221,14,66,1,1,301,31,Valle d'Aosta / Vallée d'Aoste
1840,2021-03-27,30865,13387,17478,1966,41,14528,170,12487,126,1547,25046,5819,Veneto
1841,2021-03-28,2417,1018,1399,247,0,883,1,877,234,175,2045,372,Abruzzo
1842,2021-03-28,2141,742,1399,92,0,72,1,1264,1,711,2121,20,Basilicata
1843,2021-03-28,2533,1172,1361,127,20,1215,26,719,14,412,1403,1130,Calabria
1844,2021-03-28,15546,7495,8051,79,155,9388,18,5103,124,679,13923,1623,Campania
1845,2021-03-28,11664,5183,6481,267,74,6434,47,4353,166,323,8484,3180,Emilia-Romagna
1846,2021-03-28,4752,2244,2508,11,12,2895,0,422,110,1302,4612,140,Friuli-Venezia Giulia
1847,2021-03-28,18775,7519,11256,1060,17,6542,77,8367,106,2606,13484,5291,Lazio
1848,2021-03-28,1140,509,631,135,91,236,145,532,1,0,389,751,Liguria
1849,2021-03-28,19609,7454,12155,1998,836,2037,104,10789,30,3815,13804,5805,Lombardia
1850,2021-03-28,4132,1742,2390,45,1,1030,5,2651,4,396,2437,1695,Marche
1851,2021-03-28,1589,741,848,155,15,234,0,1184,0,1,487,1102,Molise
1852,2021-03-28,15996,6880,9116,923,772,2788,34,8897,106,2476,8390,7606,Piemonte
1853,2021-03-28,567,211,356,44,38,15,0,468,0,2,10,557,Provincia Autonoma Bolzano / Bozen
1854,2021-03-28,744,290,454,18,386,265,0,4,70,1,741,3,Provincia Autonoma Trento
1855,2021-03-28,3269,1539,1730,589,49,696,13,1800,3,119,1059,2210,Puglia
1856,2021-03-28,4470,1761,2709,83,19,476,21,3178,12,681,4391,79,Sardegna
1857,2021-03-28,10999,5166,5833,535,22,5629,168,4445,14,186,6985,4014,Sicilia
1858,2021-03-28,6031,2713,3318,34,15,5347,71,464,14,86,5791,240,Toscana
1859,2021-03-28,1090,441,649,64,8,23,5,929,24,37,1066,24,Umbria
1860,2021-03-28,520,212,308,51,6,352,0,52,13,46,519,1,Valle d'Aosta / Vallée d'Aoste
1861,2021-03-28,31203,13568,17635,1414,45,16887,144,10245,52,2416,27535,3668,Veneto
1862,2021-03-29,5625,2524,3101,463,1,1296,42,3593,35,195,2985,2640,Abruzzo
1863,2021-03-29,2680,984,1696,68,0,154,0,1780,4,674,2342,338,Basilicata
1864,2021-03-29,5546,2356,3190,205,6,2540,133,1110,29,1523,3795,1751,Calabria
1865,2021-03-29,18811,9065,9746,360,49,12017,128,5041,153,1063,17267,1544,Campania
1866,2021-03-29,20459,9197,11262,578,141,10037,47,9034,64,558,16023,4436,Emilia-Romagna
